text,label,token_count,text_length
"['feel', 'bad', 'calling', 'it', 'mere', 'book', 'or', 'story', 'is', 'six', 'individual', 'stories', 'nestled', 'together']",sadness,15,83
"['was', 'also', 'given', 'several', 'shiny', 'presents', 'because', 'my', 'friends', 'are', 'really', 'rather', 'cool', 'actually', 'prefer', 'late', 'birthday', 'presents', 'to', 'early', 'ones', 'as', 'it', 'extends', 'the', 'period', 'of', 'feeling', 'beloved', 'significant', 'segments', 'of', 'all', 'and', 'sundry', 'and', 'is', 'more', 'unexpected']",joy,41,242
"['am', 'feeling', 'nostalgic', 'more', 'than', 'anything']",love,7,41
"['might', 'be', 'able', 'to', 'recreate', 'the', 'feeling', 'when', 'get', 'back', 'into', 'the', 'cold', 'fog', 'that', 'awaits', 'me', 'tomorrow', 'night']",anger,21,103
"['spend', 'my', 'energy', 'making', 'the', 'world', 'live', 'in', 'better', 'place', 'and', 'do', 'everything', 'in', 'my', 'power', 'not', 'to', 'kick', 'people', 'or', 'feel', 'superior', 'to', 'others', 'who', 'dont', 'have', 'the', 'same', 'challenges', 'as', 'myself']",joy,36,179
"['didn', 'feel', 'very', 'faithful', 'at', 'that', 'point']",joy,9,41
"['feel', 'its', 'reminder', 'that', 'im', 'taking', 'care', 'of', 'something', 'so', 'precious', 'and', 'need', 'to', 'treat', 'myself', 'better']",joy,19,98
"['had', 'really', 'felt', 'quite', 'good', 'and', 'safe', 'about', 'having', 'the', 'baby', 'at', 'home', 'although', 'there', 'are', 'always', 'risks', 'but', 'still', 'feel', 'blessed', 'about', 'how', 'everything', 'turned', 'out']",love,29,156
"['feel', 'like', 'can', 'trust', 'my', 'faithful', 'blogstalkers']",love,9,48
"['was', 'battling', 'the', 'desire', 'to', 'move', 'away', 'from', 'her', 'not', 'wanting', 'to', 'be', 'rude', 'but', 'seriously', 'feeling', 'disturbed', 'by', 'her', 'nearness']",sadness,22,118
"['feel', 'like', 'am', 'despised']",anger,6,25
"['feel', 'like', 'am', 'gaining', 'strength', 'quickly', 'and', 'could', 'probably', 'start', 'to', 'ease', 'back', 'into', 'running', 'now', 'but', 'am', 'pretty', 'much', 'scared', 'silly']",fear,25,130
"['think', 'lunch', 'sounds', 'datey', 'and', 'coffee', 'feels', 'casual']",joy,9,50
"['am', 'feeling', 'little', 'overwhelmed', 'but', 'ive', 'been', 'given', 'some', 'amazing', 'tools', 'met', 'some', 'wonderfully', 'creative', 'fun', 'and', 'crazy', 'people', 'and', 'was', 'reminded', 'that', 'have', 'voice', 'that', 'has', 'been', 'silent', 'for', 'too', 'long']",surprise,36,193
"['would', 'have', 'taken', 'more', 'but', 'something', 'feels', 'weird', 'about', 'going', 'to', 'foreign', 'country', 'and', 'taking', 'pictures', 'of', 'places', 'and', 'things', 'that', 'most', 'of', 'the', 'people', 'probably', 'consider', 'commonplace']",fear,30,177
"['gave', 'my', 'honest', 'opinion', 'revis', 'told', 'reporters', 'in', 'the', 'jets', 'locker', 'room', 'adding', 'feel', 'that', 'people', 'let', 'him', 'slide', 'when', 'he', 'says', 'smart', 'remarks', 'on', 'certain', 'things']",joy,29,154
"['have', 'feeling', 'im', 'going', 'to', 'get', 'an', 'unpleasant', 'comment', 'anyway']",sadness,12,61
"['always', 'won', 'the', 'dance', 'contests', 'when', 'went', 'there', 'and', 'that', 'was', 'such', 'great', 'feeling', 'to', 'have', 'everybody', 'watch', 'you', 'and', 'to', 'know', 'that', 'you', 'entertained', 'them']",joy,29,149
"['feel', 'the', 'weight', 'of', 'my', 'single', 'dom', 'pulling', 'me', 'under', 'like', 'dangerous', 'rip', 'tide', 'that', 'is', 'relentlessly', 'surrounding', 'every', 'inch', 'of', 'my', 'body']",anger,25,132
"['feel', 'fucked']",anger,3,13
"['woke', 'up', 'this', 'morning', 'feeling', 'alittle', 'disappointed', 'logged', 'onto', 'href', 'http', 'calvaryccv']",sadness,15,88
"['feel', 'rather', 'stressed', 'for', 'the', 'preparations', 'for', 'prom', 'night']",anger,10,58
"['feel', 'anger', 'and', 'love', 'and', 'failure', 'totally', 'dont', 'get', 'an', 'in', 'mothering', 'friends', 'and', 'grief', 'and', 'loss', 'and', 'captivity', 'and', 'wonder', 'and', 'awe', 'cannot', 'be', 'ignored']",sadness,29,148
"['am', 'not', 'even', 'sure', 'how', 'to', 'formulate', 'my', 'thoughts', 'since', 'just', 'put', 'it', 'down', 'and', 'am', 'feeling', 'slightly', 'overwhelmed']",fear,21,108
"['look', 'normal', 'even', 'when', 'feel', 'terrible', 'and', 'it', 'really', 'is', 'hard', 'to', 'hear', 'someone', 'say', 'oh', 'you', 'look', 'so', 'good']",sadness,22,101
"['feel', 'your', 'suffering', 'reflects', 'just', 'fraction', 'of', 'my', 'own', 'suffering']",sadness,12,66
"['can', 'help', 'but', 'feel', 'troubled', 'by', 'this']",sadness,9,38
"['feel', 'that', 'my', 'beloved', 'nakahara', 'mai', 'would', 'voice', 'her', 'nicely']",love,11,58
"['was', 'mightily', 'nervous', 'given', 'that', 'crashed', 'and', 'burned', 'at', 'this', 'point', 'last', 'time', 'and', 'still', 'remember', 'feeling', 'shocked', 'at', 'how', 'hard', 'found', 'the', 'second', 'runs']",surprise,30,153
"['wasnt', 'sure', 'companies', 'would', 'be', 'hiring', 'this', 'time', 'of', 'year', 'but', 'am', 'again', 'feeling', 'hopeful']",joy,17,87
"['remember', 'as', 'child', 'feeling', 'totally', 'scandalized', 'and', 'outraged', 'when', 'found', 'out', 'that', 'girls', 'didnt', 'play', 'in', 'the', 'nfl']",anger,21,112
"['im', 'not', 'feeling', 'fantastic', 'is', 'that', 'havent', 'actually', 'taken', 'any', 'time', 'to', 'rest']",joy,14,73
"['read', 'other', 'peoples', 'posts', 'there', 'are', 'moments', 'where', 'feel', 'id', 'give', 'my', 'left', 'fingernail', 'to', 'be', 'them', 'my', 'left', 'fingernail', 'is', 'precious', 'because', 'its', 'the', 'only', 'one', 'can', 'polish', 'perfectly', 'out', 'of', 'the']",joy,36,185
"['don', 'really', 'feel', 'like', 'doing', 'much', 'but', 'maybe', 'something', 'gentle']",love,12,62
"['feel', 'angry', 'im', 'happy']",anger,5,21
"['feel', 'like', 'witnessing', 'the', 'birth', 'of', 'really', 'amazing', 'dm']",joy,13,59
"['feel', 'like', 'this', 'was', 'kind', 'of', 'melancholy', 'post', 'with', 'all', 'my', 'talk', 'about', 'anti', 'love', 'and', 'fears']",sadness,19,89
"['death', 'of', 'grandmother']",sadness,3,20
"['seem', 'to', 'be', 'feeling', 'little', 'less', 'anxious', 'this', 'week', 'but', 'sure', 'wish', 'that', 'could', 'check', 'on', 'her', 'every', 'week', 'at', 'the', 'doctor', 'instead', 'of', 'the', 'that', 'are', 'scheduled']",fear,32,153
"['had', 'feeling', 'you', 'were', 'in', 'need', 'of', 'gorgeous', 'envy']",joy,12,51
"['feeling', 'confused', 'with', 'my', 'life', 'and', 'want', 'to', 'know', 'why', 'my', 'life']",fear,13,60
"['keep', 'coming', 'back', 'to', 'it', 'but', 'it', 'feels', 'awfully', 'selfish', 'of', 'me', 'to', 'feel', 'this', 'low', 'this', 'negative', 'when', 'there', 'are', 'so', 'many', 'in', 'far', 'worse', 'positions', 'than']",anger,30,143
"['think', 'this', 'feeling', 'is', 'fro', 'trusting', 'in', 'god', 'and', 'sometimes', 'its', 'just', 'apathy']",joy,14,73
"['woke', 'up', 'today', 'feeling', 'pissed', 'off']",anger,7,34
"['wanted', 'both', 'but', 'feel', 'greedy']",anger,7,31
"['feel', 'any', 'team', 'pretty', 'dangerous', 'in', 'playoffs', 'york', 'left', 'wing', 'ruslan', 'fedotenko', 'notes', 'said']",anger,15,87
"['im', 'feeling', 'very', 'blessed', 'to', 'live', 'in', 'state', 'with', 'such', 'beautiful', 'sights', 'like', 'virginia', 'has']",joy,16,87
"['concentrated', 'on', 'the', 'smell', 'started', 'feeling', 'it', 'and', 'knew', 'it', 'was', 'the', 'nostalgic', 'aroma', 'of', 'my', 'grand', 'mother', 'home', 'back', 'in', 'bhubaneswar', 'orissa']",love,26,137
"['personally', 'feel', 'is', 'massively', 'talented', 'actor', 'is', 'chris', 'evans', 'captain', 'america']",joy,13,78
"['guess', 'it', 'makes', 'me', 'feel', 'more', 'appreciative', 'being', 'able', 'to', 'live', 'life']",joy,13,66
"['seriously', 'considered', 'pulling', 'the', 'offer', 'and', 'was', 'feeling', 'that', 'we', 'rushed', 'into', 'it', 'all', 'too', 'quickly']",anger,18,97
"['feel', 'empty', 'inside', 'like', 'all', 'my', 'light', 'has', 'been', 'drained']",sadness,11,54
"['feel', 'weird', 'with', 'just', 'his', 'perfect', 'day', 'of', 'worry', 'free', 'lazy', 'junk', 'food', 'and', 'video', 'games']",fear,17,83
"['im', 'feeling', 'less', 'than', 'thrilled', 'about', 'having', 'to', 'go', 'back', 'to', 'my', 'second', 'choice', 'donor', 'now', 'that', 'mr']",joy,18,91
"['wanted', 'to', 'not', 'feel', 'frightened', 'anymore']",fear,7,39
"['looked', 'at', 'my', 'son', 'run', 'up', 'was', 'rubbish', 'dad', 'your', 'step', 'was', 'shocking', 'where', 'were', 'your', 'arms', 'smiled', 'at', 'him', 'seasons', 'best', 'though', 'said', 'feeling', 'tad', 'foolish', 'and', 'still', 'had', 'two', 'jumps', 'left', 'ground', 'swallow', 'me', 'now']",sadness,42,203
"['feel', 'cdm', 'flac', 'custodes', 'title', 'alibi', 'how', 'much', 'feel', 'cdm', 'flac', 'custodes', 'download', 'this', 'in', 'super', 'speed', 'resume', 'support', 'with', 'premium', 'account', 'img', 'src', 'http']",joy,28,150
"['feel', 'tortured', 'because', 'am', 'not', 'allowed', 'to', 'enjoy', 'food', 'the', 'way', 'my', 'friend', 'can']",anger,16,76
"['am', 'feeling', 'so', 'proud', 'that', 'philippines', 'is', 'ought', 'to', 'called', 'emerging', 'asian', 'tiger', 'this', 'is', 'how', 'the', 'prime', 'minister', 'of', 'canada', 'describe', 'of', 'the', 'economy', 'of', 'the', 'philippines', 'it', 'is', 'definitely', 'rising']",joy,34,188
"['somehow', 'feel', 'distraught', 'and', 'hopeless']",fear,6,38
"['was', 'feeling', 'grouchy', 'and', 'everything', 'for', 'the', 'past', 'few', 'weeks', 'but', 'yesterday', 'was', 'such', 'happy', 'day']",anger,18,94
"['love', 'raising', 'money', 'for', 'variety', 'because', 'it', 'makes', 'me', 'proud', 'to', 'think', 'oh', 'my', 'gosh', 'year', 'old', 'just', 'raised', 'dollars', 'or', 'wow', 'feel', 'like', 'people', 'want', 'to', 'help', 'and', 'also', 'get', 'that', 'cute', 'dress', 'in', 'the', 'back', 'of', 'my', 'closet']",joy,43,202
"['feel', 'really', 'heartbroken']",sadness,4,25
"['was', 'dwelling', 'on', 'the', 'current', 'state', 'of', 'my', 'life', 'was', 'unsure', 'about', 'my', 'place', 'in', 'life', 'and', 'what', 'was', 'going', 'to', 'do', 'with', 'it', 'and', 'was', 'feeling', 'bit', 'bitter', 'at', 'god', 'because', 'of', 'it']",anger,39,169
"['feel', 'am', 'losing', 'steam', 'but', 'friends', 'help', 'the', 'time', 'pass', 'in', 'the', 'most', 'pleasant', 'of', 'ways']",joy,18,84
"['can', 'listen', 'to', 'it', 'and', 'feel', 'dissatisfied']",anger,8,40
"['struggle', 'with', 'at', 'church', 'is', 'feeling', 'useful', 'to', 'the', 'ward']",joy,11,55
"['struggling', 'to', 'find', 'common', 'ground', 'with', 'not', 'feeling', 'deprived', 'managing', 'my', 'stress', 'and', 'activity', 'and', 'living', 'healthy', 'lifestyle']",sadness,21,125
"['had', 'been', 'lying', 'to', 'myself', 'feeling', 'that', 'maybe', 'because', 'so', 'loved', 'spending', 'time', 'with', 'this', 'fellow', 'and', 'thought', 'he', 'enjoyed', 'his', 'time', 'so', 'equally', 'with', 'me', 'that', 'maybe', 'the', 'ends', 'justified', 'the', 'means']",love,35,186
"['am', 'feeling', 'fine', 'november', 'pat', 'bertram', 'href', 'http', 'ptbertram']",joy,11,60
"['tell', 'myself', 'am', 'pretty', 'hundred', 'times', 'doesn', 'mean', 'feel', 'pretty']",joy,15,68
"['dunno', 'the', 'word', 'im', 'even', 'looking', 'for', 'guess', 'because', 'im', 'not', 'exactly', 'how', 'feel', 'im', 'selfish', 'know']",anger,21,96
"['feel', 'it', 'is', 'unfortunate', 'that', 'in', 'the', 'end', 'my', 'year', 'old', 'will', 'hate', 'her', 'father', 'unless', 'he', 'ceases', 'to', 'use', 'his', 'daughter', 'as', 'pawn', 'to', 'impress', 'these', 'women', 'while', 'she', 'still', 'young', 'enough', 'to', 'not', 'realize', 'what', 'is', 'really', 'going', 'on']",sadness,44,213
"['have', 'been', 'blogging', 'have', 'told', 'you', 'of', 'the', 'countless', 'ways', 'that', 'feel', 'loved', 'and', 'blessed', 'by', 'the', 'people', 'call', 'my', 'friends']",love,25,120
"['believe', 'even', 'though', 'at', 'the', 'time', 'didn', 'feel', 'should', 'be', 'hospitalized', 'pretty', 'sure', 'it', 'was', 'good', 'thing', 'was']",joy,26,114
"['feel', 'envious', 'that', 'they', 'can', 'keep', 'their', 'posts', 'regular', 'and', 'interesting', 'and', 'wish', 'that', 'could', 'feel', 'this', 'way', 'to']",anger,21,108
"['feel', 'strong', 'sense', 'of', 'relief']",joy,7,31
"['feel', 'that', 'still', 'can', 'forgive', 'you', 'but', 'after', 'you', 'called', 'me', 'pervert', 'hey', 'im', 'sorry', 'you', 'are', 'totally', 'out', 'from', 'my', 'life']",sadness,24,113
"['feel', 'like', 'am', 'losing', 'confidence', 'but', 'for', 'now', 'feel', 'calm']",joy,13,58
"['was', 'feeling', 'abnormally', 'wimpy', 'so', 'staked', 'out', 'my', 'bird', 'feeder']",fear,12,61
"['could', 'have', 'checked', 'it', 'down', 'to', 'the', 'back', 'and', 'feel', 'like', 'got', 'greedy', 'and', 'took', 'shot', 'at', 'the', 'endzone', 'and', 'didn', 'throw', 'the', 'right', 'ball', 'wanted', 'to', 'throw', 'and', 'then', 'it', 'got', 'picked', 'off']",anger,40,177
"['think', 'they', 'll', 'be', 'sexy', 'but', 'will', 'also', 'make', 'me', 'feel', 'more', 'confident', 'than', 'the', 'teeny', 'tiny', 'itsy', 'bitsy', 'bottoms', 'that', 'seem', 'to', 'be', 'in', 'vogue']",joy,27,129
"['got', 'some', 'good', 'feedback', 'from', 'my', 'summary', 'of', 'uganda', 'still', 'feel', 'as', 'though', 'missed', 'out', 'on', 'lot', 'of', 'things', 'had', 'wanted', 'to', 'say', 'that', 'hope', 'ill', 'be', 'able', 'to', 'come', 'back', 'to', 'later', 'on']",sadness,40,174
"['feel', 'privileged', 'to', 'have', 'read', 'the', 'stories', 'received', 'and', 'enjoyed', 'crafting', 'piece', 'that', 'believe', 'does', 'justice', 'to', 'new', 'zealand', 'women', 'screenwriters', 'who', 'write', 'feature', 'films']",joy,30,171
"['only', 'ever', 'wanted', 'to', 'make', 'him', 'happy', 'and', 'he', 'made', 'me', 'feel', 'so', 'stupid']",sadness,15,66
"['was', 'younger', 'all', 'could', 'think', 'of', 'was', 'to', 'move', 'to', 'country', 'where', 'feel', 'accepted', 'where', 'belong']",joy,21,96
"['know', 'should', 'feel', 'dismayed', 'or', 'at', 'least', 'sheepish', 'that', 'one', 'of', 'my', 'friends', 'basically', 'believes', 'have', 'an', 'eating', 'disorder', 'but', 'actually', 'my', 'emotional', 'response', 'to', 'his', 'statement', 'was', 'one', 'of', 'genuine', 'surprise', 'and', 'pleasure', 'that', 'someone', 'had', 'noticed', 'and', 'remembered', 'something', 'about', 'me']",sadness,46,270
"['feel', 'like', 'im', 'getting', 'there', 'have', 'to', 'admit', 'was', 'stunned', 'when', 'realized', 'my', 'list', 'my', 'entire', 'laundry', 'list', 'of', 'here', 'to', 'for', 'impossible', 'pie', 'in', 'the', 'sky', 'dreams']",surprise,32,153
"['im', 'feeling', 'productive', 'and', 'brave']",joy,5,31
"['feel', 'that', 'the', 'out', 'of', 'people', 'that', 'encounter', 'in', 'the', 'day', 'that', 'are', 'rude', 'and', 'mean', 'to', 'me', 'for', 'no', 'reason', 'at', 'all']",anger,25,107
"['can', 'fix', 'this', 'and', 'am', 'anticipating', 'feeling', 'humiliated', 'when', 'see', 'workmates', 'and', 'friends']",sadness,16,88
"['always', 'feel', 'afraid', 'of', 'telling', 'people', 'because', 'dont', 'want', 'them', 'to', 'see', 'me', 'differently', 'my', 'self', 'image', 'is', 'very', 'poor', 'and', 'dont', 'want', 'to', 'transcribe', 'that', 'onto', 'them']",fear,31,157
"['im', 'being', 'accused', 'of', 'feeling', 'superior', 'to', 'the', 'characters', 'its', 'usually', 'by', 'people', 'who', 'themselves', 'feel', 'superior', 'to', 'others']",joy,19,115
"['feel', 'and', 'bring', 'him', 'and', 'coming', 'against', 'savage', 'the', 'wax', 'doll', 'in', 'the', 'clouds', 'blown', 'across', 'to', 'tak', 'my', 'own', 'feeling', 'that', 'be', 'the', 'bare', 'feet', 'were', 'they', 'were', 'moving', 'fast', 'as', 'brought', 'it', 'as', 'love', 'in', 'time', 'for', 'he', 'yet', 'made', 'him']",anger,49,217
"['got', 'sick', 'feeling', 'in', 'my', 'stomach', 'just', 'did', 'blog', 'post', 'on', 'my', 'cute', 'laundry', 'room', 'now', 'my', 'dryers', 'going', 'out']",joy,24,105
"['don', 'see', 'december', 'as', 'the', 'month', 'of', 'happiness', 'counting', 'down', 'the', 'days', 'until', 'christmas', 'this', 'doesn', 'feel', 'like', 'the', 'season', 'to', 'be', 'jolly', 'anymore']",joy,27,139
"['must', 'admit', 'feeling', 'popular', 'is', 'wonderful', 'feeling']",joy,9,51
"['know', 'how', 'you', 'feel', 'sorry', 'you', 'feel', 'like', 'that']",sadness,12,48
"['feel', 'this', 'effect', 'backfires', 'as', 'the', 'changes', 'were', 'distracting', 'and', 'solondz', 'is', 'talented', 'enough', 'to', 'gain', 'our', 'sympathy', 'sans', 'gimmicks']",joy,21,126
"['feel', 'bit', 'discouraged']",sadness,5,24
"['was', 'feeling', 'resentful', 'enough', 'to', 'want', 'to', 'write', 'about', 'it', 'here', 'which', 'means', 'need', 'to', 'work', 'on', 'look', 'getting', 'my', 'hackles', 'raised', 'when', 'others', 'judge', 'me']",anger,28,143
"['feel', 'thoroughly', 'unwelcome', 'at', 'this', 'school', 'and', 'there', 'are', 'individual', 'people', 'who', 'are', 'clearly', 'deeply', 'moved', 'by', 'my', 'work', 'and', 'my', 'choices']",sadness,23,129
"['hope', 'that', 'one', 'day', 'can', 'escape', 'tia', 'place', 'that', 'feel', 'has', 'held', 'me', 'back', 'that', 'has', 'inhibited', 'me', 'from', 'reaching', 'my', 'potential', 'but', 'that', 'isnt', 'me', 'for', 'decide', 'just', 'to', 'pray', 'on']",sadness,35,164
"['hope', 'you', 'll', 'consider', 'coming', 'out', 'of', 'your', 'shell', 'and', 'let', 'everyone', 'around', 'you', 'feel', 'your', 'gorgeous', 'personality']",joy,19,106
"['im', 'marketer', 'and', 'couldnt', 'be', 'bothered', 'to', 'investigate', 'further', 'which', 'makes', 'me', 'feel', 'that', 'consumers', 'probably', 'cant', 'be', 'bothered', 'either']",anger,22,130
"['also', 'feel', 'like', 'have', 'been', 'keeping', 'myself', 'intentionally', 'stupid', 'behind', 'slow', 'in', 'the', 'past', 'ive', 'known', 'that', 'keeping', 'up', 'with', 'gaga', 'would', 'require', 'getting', 'up', 'to', 'light', 'speed', 'which', 'transforms', 'you', 'into', 'an', 'artist', 'and', 'im', 'ready', 'to', 'do', 'that', 'now', 'an', 'hold', 'nothing', 'back']",sadness,47,249
"['feel', 'very', 'unfortunate', 'to', 'have', 'only', 'in', 'the', 'last', 'couple', 'days', 'have', 'even', 'discovered', 'that', 'seventy', 'times', 'seven', 'even', 'existed', 'and', 'hearing', 'the', 'twosongs', 'together', 'brought', 'somewhat', 'of', 'closure', 'to', 'certain', 'part', 'of', 'my', 'musical', 'life']",sadness,39,220
"['am', 'feeling', 'adventurous', 'and', 'after', 'get', 'little', 'better', 'aiming', 'the', 'direction', 'of', 'the', 'drips', 'want', 'to', 'try', 'to', 'make', 'something', 'like', 'this']",joy,26,132
"['am', 'still', 'feeling', 'the', 'positive', 'effects', 'of', 'my', 'visit', 'with', 'therapist', 'and', 'feel', 'very', 'confident', 'in', 'her', 'abilities', 'and', 'connections', 'to', 'psychologists', 'with', 'the', 'necessary', 'dr']",joy,28,164
"['im', 'feeling', 'bit', 'less', 'anxious', 'about', 'it', 'all', 'now', 'and', 'im', 'actually', 'starting', 'to', 'look', 'forward', 'to', 'the', 'challenge', 'of', 'the', 'big', 'event']",fear,24,121
"['stopped', 'challenging', 'him', 'and', 'always', 'make', 'him', 'feel', 'more', 'than', 'superior', 'to', 'me', 'like', 'magic', 'the', 'whole', 'fighting', 'stopped']",joy,20,113
"['did', 'not', 'feel', 'any', 'emotion', 'or', 'was', 'deeply', 'saddened', 'or', 'stunned', 'for', 'that', 'matter']",surprise,15,76
"['am', 'sure', 'the', 'pleasure', 'of', 'living', 'in', 'the', 'open', 'air', 'with', 'the', 'sky', 'for', 'roof', 'and', 'the', 'ground', 'for', 'table', 'is', 'part', 'of', 'the', 'same', 'feeling', 'it', 'is', 'the', 'savage', 'returning', 'to', 'his', 'wild', 'and', 'native', 'habits']",anger,40,184
"['just', 'need', 'to', 'express', 'my', 'feeling', 'badly', 'ignore', 'this', 'if', 'offended', 'you']",anger,14,69
"['feel', 'is', 'useful', 'and', 'even', 'adding', 'my', 'own', 'two', 'cents']",joy,11,49
"['didnt', 'even', 'realise', 'just', 'how', 'out', 'of', 'control', 'have', 'been', 'feeling', 'lately', 'until', 'had', 'week', 'of', 'calm', 'to', 'gain', 'some', 'much', 'needed', 'perspective']",joy,27,135
"['wont', 'go', 'on', 'about', 'the', 'anxieties', 'am', 'feeling', 'about', 'this', 'is', 'being', 'as', 'neurotic', 'as', 'me', 'about', 'this']",fear,20,94
"['im', 'honest', 'when', 'say', 'part', 'of', 'me', 'feels', 'tortured', 'as', 'though', 'this', 'is', 'part', 'of', 'the', 'system', 'of', 'function', 'in', 'your', 'life', 'the', 'one', 'that', 'allows', 'you', 'to', 'order', 'and', 'manipulate', 'people', 'in', 'such', 'way', 'so', 'that', 'they', 'are', 'lined', 'up', 'and', 'positioned', 'to', 'serve', 'their', 'prupose', 'when', 'you', 'should', 'need', 'them']",fear,55,269
"['feel', 'entertained', 'by', 'myself', 'as', 'we', 'arrive', 'at', 'the', 'park']",joy,11,53
"['ill', 'still', 'need', 'chemo', 'but', 'at', 'least', 'can', 'feel', 'relatively', 'reassured', 'about', 'my', 'prospects']",joy,15,84
"['feel', 'the', 'skeptical', 'looks', 'and', 'eye', 'rolls', 'when', 'we', 'say', 'we', 'need', 'bigger', 'house', 'after', 'all', 'we', 're', 'dinks', 'double', 'income', 'no', 'kids', 'which', 'is', 'prettymuch', 'the', 'most', 'awesome', 'acronym', 'ever']",fear,33,169
"['feel', 'hated', 'feel', 'like', 'dont', 'belong', 'and', 'more', 'and', 'more', 'feel', 'that', 'want', 'to', 'die']",anger,20,82
"['im', 'not', 'feeling', 'obnoxious', 'with', 'myself', 'anymore']",anger,7,44
"['feel', 'after', 'venting', 'to', 'notebook', 'is', 'amazing']",joy,9,45
"['im', 'choosing', 'to', 'feel', 'bad', 'and', 'should', 'stop', 'is', 'absolutely', 'ludicrous']",sadness,11,63
"['function', 'best', 'with', 'lot', 'on', 'my', 'plate', 'and', 'feel', 'very', 'uncomfortable', 'with', 'my', 'life', 'if', 'have', 'nothing', 'to', 'do']",fear,22,103
"['im', 'sure', 'you', 'could', 'tell', 'we', 'werent', 'feeling', 'too', 'adventurous', 'with', 'the', 'antipasti', 'but', 'found', 'the', 'mozzarella', 'with', 'the', 'proscuito', 'pretty', 'good']",joy,23,133
"['feel', 'like', 'there', 'is', 'so', 'much', 'more', 'could', 'be', 'doing', 'for', 'the', 'community', 'and', 'loving', 'children', 'is', 'what', 'excel', 'at']",love,23,107
"['feel', 'frightened', 'in', 'kind', 'of', 'raw', 'way']",fear,10,40
"['have', 'had', 'the', 'luxury', 'of', 'expressing', 'myself', 'and', 'my', 'feelings', 'without', 'the', 'fear', 'of', 'getting', 'beaten', 'up', 'or', 'scolded']",sadness,20,107
"['am', 'most', 'defensive', 'when', 'feel', 'most', 'threatened']",fear,9,47
"['was', 'alone', 'in', 'cottage', 'often', 'stay', 'in', 'was', 'woken', 'up', 'by', 'rustling', 'sound', 'in', 'the', 'middle', 'of', 'the', 'night']",fear,24,102
"['accidentally', 'feel', 'the', 'mood', 'and', 'jumped', 'into', 'blogspot', 'then', 'what', 'surprised', 'me', 'was', 'for', 'over', 'views', 'lol']",surprise,18,99
"['really', 'feel', 'devastated', 'seeing', 'him', 'witness', 'these', 'things', 'around', 'him']",sadness,11,67
"['im', 'trying', 'to', 'give', 'it', 'my', 'good', 'old', 'space', 'feeling', 'but', 'rest', 'assured', 'that', 'will', 'change', 'at', 'some', 'point']",joy,19,94
"['wish', 'knew', 'how', 'he', 'was', 'really', 'feeling', 'aside', 'from', 'reading', 'the', 'nervous', 'twitches']",fear,15,79
"['feel', 'hopeful', 'like', 'things', 'are', 'going', 'to', 'be', 'great', 'and', 'like', 'things', 'are', 'great']",joy,15,74
"['said', 'on', 'fb', 'was', 'feeling', 'strangely', 'discontent', 'tonight']",sadness,10,55
"['im', 'incredibly', 'sensitive', 'to', 'the', 'cold', 'and', 'as', 'such', 'feel', 'that', 'its', 'an', 'extremely', 'unpleasant', 'thing', 'to', 'be', 'exposed', 'to']",sadness,21,110
"['started', 'to', 'mess', 'around', 'something', 'must', 'have', 'distracted', 'me', 'cause', 'now', 'im', 'feeling', 'playful']",joy,15,87
"['feel', 'scared', 'and', 'worthless', 'when', 'someone', 'doesn', 'love', 'me']",fear,11,56
"['feel', 'my', 'mom', 'is', 'simply', 'feeling', 'greedy', 'is', 'the', 'lack', 'of', 'this', 'reaction', 'when', 'her', 'mom', 'left', 'the', 'same', 'type', 'of', 'will']",anger,23,107
"['tend', 'to', 'agree', 'and', 'so', 'when', 'feel', 'the', 'burn', 'call', 'forth', 'for', 'you', 'my', 'aching', 'siren', 'song', 'echoing', 'through', 'the', 'years', 'and', 'dark', 'leaves', 'until', 'you', 'arrive', 'wet', 'with', 'rain', 'and', 'anticipation']",sadness,36,177
"['have', 'to', 'admit', 'that', 'was', 'feeling', 'distracted', 'by', 'the', 'fact', 'that', 'was', 'blocking', 'traffic']",anger,17,85
"['feel', 'like', 'there', 'are', 'as', 'many', 'theories', 'about', 'the', 'attacks', 'as', 'there', 'is', 'about', 'aids', 'and', 'really', 'dont', 'feel', 'like', 'that', 'is', 'at', 'all', 'acceptable']",joy,27,133
"['feel', 'super', 'antisocial']",joy,4,23
"['feel', 'little', 'glad', 'to', 'be', 'distant', 'from', 'others', 'bit', 'sad']",joy,13,56
"['feel', 'extremely', 'needy', 'though', 'dont', 'feel', 'this', 'way', 'too', 'often']",sadness,12,60
"['get', 'frustrated', 'either', 'put', 'him', 'down', 'or', 'give', 'him', 'to', 'todd', 'for', 'break', 'as', 'well', 'because', 'again', 'want', 'him', 'to', 'feel', 'peace', 'and', 'calm', 'feelings', 'not', 'frustration']",joy,31,151
"['feel', 'more', 'optimistic', 'about', 'pakistan', 'for', 'now']",joy,8,45
"['feel', 'like', 'the', 'last', 'three', 'months', 'are', 'going', 'to', 'go', 'by', 'super', 'quick', 'because', 'we', 'are', 'going', 'to', 'be', 'moving', 'in', 'few', 'weeks', 'and', 'then', 'just', 'getting', 'situated', 'and', 'then', 'bam']",joy,33,157
"['just', 'didnt', 'feel', 'like', 'taking', 'her', 'bitchy', 'attitude']",anger,9,49
"['was', 'feeling', 'little', 'nostalgic']",love,6,32
